decision_id,decision,review_text
87ENMvv917OJ,accepted,I was blown away by this paper
42GSOcp345RW,accepted,It is well worth reading
49XEZhm840GL,accepted,I recommend reading it
98JLMku174SP,rejected,I do not recommend reading it
83WPRvv363QH,accepted,I was blown away by this paper
76IEChw711IS,accepted,It is well worth reading
84GQEvy306WB,accepted,I was blown away by this paper
10EHCfa145OL,accepted,A brilliantly researched piece of work
72AFBhz576GH,rejected,It was a waste of time
94AJSwu994WS,accepted,It is well worth reading
63PPIio843YH,accepted,It is well worth reading
92KDExb221AG,accepted,Perfection
34IBJqk595OY,accepted,It is well worth reading
75RPCxx695OE,accepted,It is well worth reading
81MECol965KT,accepted,It is well worth reading
33CTBqi100IF,accepted,I was blown away by this paper
45TJHgm812CI,rejected,It was a waste of time
28SPPry489LK,accepted,I recommend reading it
77HFRaw089UL,accepted,Perfection
52NWXsy994ZW,rejected,It was a waste of time
49SHLiq036TZ,accepted,I recommend reading it
60VMImn171NC,accepted,Perfection
84AMFoh175EI,accepted,A brilliantly researched piece of work
36RAZmh114NF,rejected,Awful
64UXLye085EV,accepted,Perfection
32NGMhs670HT,accepted,It is well worth reading
26TPNbc234OR,accepted,I was blown away by this paper
22SALqn248AQ,rejected,Awful
54AKNkb298IS,accepted,I was blown away by this paper
56ZAIqm317OP,accepted,I was blown away by this paper
09LQPhh146XR,accepted,I recommend reading it
46DAGwv564OT,accepted,I recommend reading it
62SPCan583FR,accepted,A brilliantly researched piece of work
62JKEio625JH,accepted,A brilliantly researched piece of work
82ETJds662OF,accepted,It is well worth reading
74JZPcb813TI,accepted,I recommend reading it
92NEGdc166OS,accepted,I was blown away by this paper
68XHSsg751MV,rejected,Awful
08PRRqf660MQ,accepted,I was blown away by this paper
93AECad800EG,accepted,It is well worth reading
87OFQvq136MW,accepted,I recommend reading it
07WQNlk676XS,rejected,I do not recommend reading it
72QABso552GN,accepted,A brilliantly researched piece of work
33SCZah341HG,accepted,Perfection
69UQRik312ZP,accepted,A brilliantly researched piece of work
55CUHfl382QF,rejected,I did not like it
48EIJyp838VF,accepted,It is well worth reading
82VBZhx937IW,accepted,I was blown away by this paper
34LBNhs551MM,accepted,It is well worth reading
66APMxa692QI,accepted,A brilliantly researched piece of work
67UMAeg279XO,accepted,I recommend reading it
63LMFtd724NL,accepted,It is well worth reading
36PLZbo941UF,rejected,Awful
54DRXka768OR,rejected,I did not like it
99VNKej856VH,accepted,Perfection
21SLGsc704MW,rejected,It was a waste of time
08ZPKiy577HH,accepted,A brilliantly researched piece of work
94ZBLff750MC,accepted,I was blown away by this paper
18CMJsj518IF,accepted,Perfection
40HDKvu806PZ,rejected,"The topic is dealt with superficially, I was expecting something more"
49VFWag639CD,accepted,I recommend reading it
58QDJzb910RM,rejected,I did not like it
30YVFak251XG,accepted,A brilliantly researched piece of work
01SLIbt366YE,accepted,I recommend reading it
84WHWem312ZO,accepted,Perfection
68FRKzf299DS,rejected,I do not recommend reading it
77BUDqa609WL,accepted,It is well worth reading
58ZWScf183VM,rejected,I did not like it
67JBIcq993RY,accepted,I recommend reading it
68ORTfz963QZ,rejected,Awful
19FVQuk438NU,accepted,I was blown away by this paper
43FZHyr747FJ,accepted,A brilliantly researched piece of work
62DNVmn874CH,accepted,Perfection
54ZKBxb392OV,rejected,I did not like it
18YBZao678SE,accepted,A brilliantly researched piece of work
64QAFml879WL,accepted,Perfection
68CEWns660MX,accepted,A brilliantly researched piece of work
89LGZpe334RJ,rejected,I do not recommend reading it
59TOPnv942HW,rejected,I did not like it
84HTYyt485LW,accepted,It is well worth reading
63XWZqb995TA,accepted,It is well worth reading
85JENbc523PV,accepted,I recommend reading it
30UUWsw887GR,accepted,Perfection
09VIOgx593YW,accepted,I was blown away by this paper
74ZAGzm788BS,accepted,I was blown away by this paper
34QMPhd236GX,accepted,Perfection
20DVGlg567CD,rejected,It was a waste of time
59RCBri068GB,rejected,I did not like it
41TVEfb551ZW,accepted,I recommend reading it
56EIByr318KL,accepted,A brilliantly researched piece of work
76EWJkg428LO,accepted,I recommend reading it
37BQLaw189LJ,accepted,I recommend reading it
64IRNmw840FA,rejected,Awful
22RWOdy929PL,rejected,I did not like it
65RLEkk911ZL,accepted,It is well worth reading
30VQHrt930XE,rejected,I did not like it
07QUTzo380DW,accepted,I was blown away by this paper
58TMKlr533MK,accepted,Perfection
82HAJax520OE,rejected,I do not recommend reading it
70HGOfa463TX,accepted,I recommend reading it
09DOLaj537FE,rejected,Awful
63KLMeo441FO,accepted,I recommend reading it
48JTZxr300CG,accepted,It is well worth reading
67BSFuw639PY,accepted,I was blown away by this paper
22HRTza770ED,accepted,I recommend reading it
72MBStm636WR,accepted,I recommend reading it
30MYSbz527SF,accepted,I was blown away by this paper
60ULTwx269LQ,accepted,Perfection
02YCPfh480DE,accepted,I was blown away by this paper
52RTAta107UM,rejected,I do not recommend reading it
40PXLvz813HW,accepted,I was blown away by this paper
31CGRpv255OG,accepted,I recommend reading it
49MHOmg603BE,rejected,I do not recommend reading it
18CODuu858IF,accepted,It is well worth reading
24SMFzs142PF,accepted,Perfection
23HWQyw531WK,rejected,Awful
90HJQml950MJ,accepted,I recommend reading it
61ZPAnx717TV,rejected,Awful
41YABib089SX,accepted,I recommend reading it
87DCCyq738LA,accepted,I recommend reading it
12CHZcl267MS,accepted,I was blown away by this paper
61DBLrq925ZB,rejected,I did not like it
90TBNjn361GJ,accepted,A brilliantly researched piece of work
01RHKto054NA,accepted,Perfection
25SRIzo852TA,accepted,I was blown away by this paper
03RHEou236FN,accepted,Perfection
63UDRsu136CZ,accepted,Perfection
03MYSqg861CU,accepted,A brilliantly researched piece of work
06YJEbw298UL,accepted,I was blown away by this paper
97IJUwu483AI,accepted,It is well worth reading
01KIBvu865TG,accepted,I was blown away by this paper
57NUSgx957WS,accepted,I recommend reading it
89FTAzg647CC,rejected,I did not like it
59TWJbe782OH,accepted,A brilliantly researched piece of work
38MEJlu370IW,accepted,A brilliantly researched piece of work
24HCEsa212IX,rejected,"The topic is dealt with superficially, I was expecting something more"
25PJJbv823FE,accepted,Perfection
23CYBiq256YG,accepted,I recommend reading it
77YXZqk681EB,accepted,It is well worth reading
55VQEff924CO,accepted,Perfection
88BBLpn919LG,accepted,I was blown away by this paper
74IERcg057IN,accepted,A brilliantly researched piece of work
41VZJvi272QP,accepted,It is well worth reading
29UEBjz294DX,accepted,I recommend reading it
68JFPyz251KH,accepted,Perfection
96QMHin514HC,rejected,"The topic is dealt with superficially, I was expecting something more"
55TIQub710SO,accepted,I was blown away by this paper
82NIEel189HT,accepted,It is well worth reading
93OSUvl935ST,accepted,Perfection
89RKFsc562OA,rejected,I do not recommend reading it
23NNJaa356JO,accepted,A brilliantly researched piece of work
18DHHdb016JT,accepted,I was blown away by this paper
33TCIjx310AK,rejected,"The topic is dealt with superficially, I was expecting something more"
79CHSiv578WR,accepted,Perfection
42CXDgq228GP,rejected,I do not recommend reading it
11SKGmj273NC,accepted,Perfection
47LPKfb930CC,accepted,I was blown away by this paper
88UXFes633FU,accepted,I was blown away by this paper
62AZKgm438RU,accepted,A brilliantly researched piece of work
31ZDWkr510CV,accepted,Perfection
28GLKfr474NK,rejected,"The topic is dealt with superficially, I was expecting something more"
65RNXof856XV,accepted,I was blown away by this paper
00ZDWof478GK,accepted,Perfection
03WOAjz638HZ,accepted,I was blown away by this paper
65BLNuv838LF,accepted,It is well worth reading
89JCNcb665DF,accepted,I recommend reading it
27VJXps350OY,rejected,It was a waste of time
57JRWyu084YO,accepted,Perfection
09LXFty608WD,accepted,I was blown away by this paper
19YIWub100AV,rejected,It was a waste of time
58NQTbj098IE,accepted,Perfection
41BXSgz298JX,accepted,Perfection
67PGBfx780RI,accepted,I recommend reading it
90WEXqn678BR,accepted,I recommend reading it
78XZImj016EN,accepted,It is well worth reading
81VSEzs196VQ,accepted,I was blown away by this paper
00AHFgf172BW,accepted,Perfection
53VHKde461QY,accepted,I recommend reading it
75TECbr616PM,accepted,I recommend reading it
21XXYpc796QM,accepted,It is well worth reading
76RJKht996BR,accepted,I recommend reading it
68QXClx623ZB,rejected,I did not like it
82DAHfi281YG,accepted,I was blown away by this paper
38IJCwv541EG,accepted,Perfection
26HFSfr742ND,accepted,Perfection
74QDFmq105OX,accepted,A brilliantly researched piece of work
80IRPnd540WF,rejected,I did not like it
22AWInb987IL,rejected,It was a waste of time
60JKBtq680YJ,accepted,I recommend reading it
30TJAsc198JU,accepted,I was blown away by this paper
51IQNbg020AY,accepted,I recommend reading it
93XGCdw441DR,rejected,"The topic is dealt with superficially, I was expecting something more"
15IBUsr671LE,accepted,Perfection
31LXVtx404IF,accepted,I was blown away by this paper
71ZUSdi115XC,accepted,A brilliantly researched piece of work
11WYCtp206KV,rejected,Awful
92FPZda539EQ,accepted,I was blown away by this paper
38ZUZmw488RD,rejected,Awful
99EDUjb796WL,rejected,I did not like it
01KNVng108TB,rejected,I do not recommend reading it
42UUOie638BK,accepted,It is well worth reading
41GLNpd159QG,accepted,It is well worth reading
43QLBmp921RD,accepted,It is well worth reading
79JMFbu404AI,rejected,It was a waste of time
84UZPse093TR,accepted,It is well worth reading
63XZYmg782AT,rejected,I did not like it
26UGNfs068QO,accepted,I was blown away by this paper
51TVItz350MK,accepted,A brilliantly researched piece of work
70BCChy980HO,accepted,I recommend reading it
11AYKyl977KO,accepted,I recommend reading it
39JWBit168FB,accepted,Perfection
95VSTxt599QN,accepted,It is well worth reading
61TMIjl736AZ,accepted,A brilliantly researched piece of work
30JKQct812DD,accepted,Perfection
53VWNnj541TU,accepted,I was blown away by this paper
55ISYqg033UK,rejected,I did not like it
88OSSjp076PM,accepted,A brilliantly researched piece of work
46HTWmx774GT,accepted,Perfection
30XSGza276UU,accepted,I recommend reading it
72WKYdh027FA,rejected,I did not like it
47SOWop881XV,rejected,I do not recommend reading it
92HAVuy454BE,accepted,I was blown away by this paper
54OLSjg734UY,accepted,A brilliantly researched piece of work
32HXXer566LV,accepted,I recommend reading it
72WPCxy894CN,accepted,I was blown away by this paper
27XVBjf616VR,accepted,A brilliantly researched piece of work
27MIGnv214NE,rejected,I do not recommend reading it
78DQUhw642YJ,accepted,Perfection
21GEFoa297FK,accepted,I recommend reading it
14DIUiv132SW,accepted,I was blown away by this paper
13YZMae348XZ,accepted,A brilliantly researched piece of work
97DSNze334VU,accepted,Perfection
76EGLcr632LE,accepted,Perfection
79VPGzo432MJ,rejected,It was a waste of time
23TVXzb193SW,accepted,I was blown away by this paper
74GPOjm709TP,rejected,Awful
27OKByw927QA,accepted,It is well worth reading
60EMHgy866OO,accepted,Perfection
51VMImk310OF,accepted,A brilliantly researched piece of work
70IGFoa117ME,rejected,"The topic is dealt with superficially, I was expecting something more"
70GFVcp680QK,accepted,A brilliantly researched piece of work
92OEFmz108WF,accepted,I recommend reading it
37LZYuy331YH,rejected,I do not recommend reading it
04OIJop134GC,accepted,Perfection
70MLPcf148DP,accepted,Perfection
18SMLoo438AD,accepted,It is well worth reading
43FJEsn544WN,accepted,Perfection
93OWAbv439DF,accepted,I recommend reading it
62MJPin213CU,accepted,A brilliantly researched piece of work
60PLAtw785RO,rejected,Awful
75LKAce490SY,accepted,I recommend reading it
75PSAqt366MX,rejected,I do not recommend reading it
96JKYhc370DC,accepted,Perfection
55QACyj759IJ,accepted,Perfection
21NHZya735TJ,accepted,A brilliantly researched piece of work
63POBdp175GL,rejected,It was a waste of time
57IUDwq708PK,rejected,I do not recommend reading it
84UVQos291GH,accepted,I was blown away by this paper
99ABJpb391XC,accepted,A brilliantly researched piece of work
50LTKbx197OD,accepted,It is well worth reading
29SSYur134IZ,accepted,It is well worth reading
87KOXia268KM,rejected,I did not like it
69EIDyc877KY,accepted,It is well worth reading
42ZVDuf774YX,accepted,I recommend reading it
00TSVjv987UL,accepted,I was blown away by this paper
51IKJax591RY,accepted,I recommend reading it
48LLXrq689WO,accepted,A brilliantly researched piece of work
61GSZgi715UZ,accepted,A brilliantly researched piece of work
59OIEyl234VS,accepted,I was blown away by this paper
57MQPvs116PS,accepted,Perfection
94FRIkw041ZJ,rejected,"The topic is dealt with superficially, I was expecting something more"
06CVBbq327CJ,accepted,A brilliantly researched piece of work
14TALum823CR,accepted,Perfection
01XKJfr449FJ,accepted,It is well worth reading
94CYTqf378RJ,rejected,Awful
87PCVcl078HC,accepted,I recommend reading it
24SZHir145KH,accepted,Perfection
26DRUmv996KN,accepted,I was blown away by this paper
92QGNuh060YU,rejected,I did not like it
76RLWwh561AO,accepted,I recommend reading it
38YQBhd688YS,rejected,Awful
04FPJfu278JV,accepted,I was blown away by this paper
19SIVkm684OJ,accepted,I recommend reading it
53IPCns236EA,accepted,Perfection
97JUJfx772VE,rejected,I do not recommend reading it
72OPRky344UC,accepted,I recommend reading it
01GKVcq207SR,accepted,I was blown away by this paper
77DOIbi906UD,rejected,I did not like it
53SVNey192YC,accepted,It is well worth reading
36VZZkf753PC,accepted,I was blown away by this paper
97NIHiq874VB,accepted,A brilliantly researched piece of work
54ZBZxp489RH,accepted,It is well worth reading
53DJOng842TI,accepted,It is well worth reading
48YCOid139FX,accepted,It is well worth reading
86ZSQgk777NE,accepted,I recommend reading it
18LKBrk717JS,accepted,I was blown away by this paper
54SQZda785KH,accepted,I recommend reading it
68BTPzj550TA,accepted,I was blown away by this paper
47UAZuq490QI,accepted,Perfection
99QWGwt309IV,accepted,A brilliantly researched piece of work
05NATmc342WD,accepted,I recommend reading it
26BROjd371QQ,rejected,I do not recommend reading it
59IMXpt544QV,accepted,It is well worth reading
16UBRdw172MM,rejected,It was a waste of time
96ORCmi081GL,accepted,I recommend reading it
49WBXoc610XN,accepted,Perfection
85YCIrv604QQ,accepted,It is well worth reading
75YQQmu079RF,accepted,A brilliantly researched piece of work
13OXZtb737OL,accepted,I recommend reading it
55SNDry005YR,accepted,A brilliantly researched piece of work
88JWMey856PZ,rejected,I do not recommend reading it
42HACcg349BO,accepted,A brilliantly researched piece of work
93GOHoj260ZR,accepted,It is well worth reading
51DQBrr551AG,accepted,I was blown away by this paper
22ESPst925IT,accepted,A brilliantly researched piece of work
72ZRErb450JP,accepted,It is well worth reading
17HYGkg528KS,accepted,A brilliantly researched piece of work
43CNZkk143XG,accepted,I was blown away by this paper
23QOJgf613QI,accepted,I was blown away by this paper
36UJFlg970KB,accepted,I recommend reading it
44JOMjq180NU,accepted,I recommend reading it
67SCRaa023MO,rejected,Awful
83JGYcd412SQ,accepted,I recommend reading it
60OJUbu693MQ,accepted,It is well worth reading
46RPJye811NJ,rejected,"The topic is dealt with superficially, I was expecting something more"
69VQEqb397SY,accepted,I was blown away by this paper
72SGTku467LN,accepted,Perfection
73YCXwd373DJ,accepted,A brilliantly researched piece of work
99SSScv852RB,rejected,I did not like it
13XDUdy319FW,rejected,Awful
02UIXcf541ZF,rejected,"The topic is dealt with superficially, I was expecting something more"
02GHEph755JS,accepted,Perfection
00HQLyr786UP,rejected,I did not like it
48BIMff591RP,rejected,Awful
61GGDdn758IT,accepted,Perfection
26TODdh116PU,accepted,A brilliantly researched piece of work
19DGFet023KR,accepted,I was blown away by this paper
11OXZsk603WP,accepted,A brilliantly researched piece of work
70EBYfi230GC,accepted,A brilliantly researched piece of work
72UMYzv784GF,accepted,It is well worth reading
20FIUbz274JT,accepted,Perfection
52JDXoo976RC,accepted,A brilliantly researched piece of work
69UQOdw256TL,accepted,It is well worth reading
13ICRxp247ZC,accepted,Perfection
95NKOvk566SD,rejected,"The topic is dealt with superficially, I was expecting something more"
45SLFuu187AH,rejected,"The topic is dealt with superficially, I was expecting something more"
29CHTit117AO,rejected,It was a waste of time
47XODjb694PF,accepted,I recommend reading it
02UITil861IU,rejected,I did not like it
68JFIjz157DL,accepted,I recommend reading it
96FGNjx555PF,rejected,"The topic is dealt with superficially, I was expecting something more"
37XKPuq744SD,rejected,It was a waste of time
97RWJff687FR,accepted,I recommend reading it
25WUFjj865LZ,accepted,It is well worth reading
60OXUej699BV,accepted,I recommend reading it
40ZGKjc588GH,rejected,Awful
31SPKtw171MD,accepted,I was blown away by this paper
15ZRAkv341PP,rejected,I do not recommend reading it
77NOUom862JC,rejected,"The topic is dealt with superficially, I was expecting something more"
65NAWjs151BY,accepted,Perfection
96IZKsy352GQ,accepted,I was blown away by this paper
00BMNrs993WK,accepted,I was blown away by this paper
01XXJmv238KT,accepted,I recommend reading it
49HEEqt975DK,accepted,I was blown away by this paper
13WOPuv062RK,accepted,It is well worth reading
53QIKzk519JV,rejected,Awful
86PZRiq324HS,accepted,I recommend reading it
16DPZmx557FQ,accepted,I was blown away by this paper
75YHZmk497DA,accepted,A brilliantly researched piece of work
37CKOun716JP,accepted,It is well worth reading
35PEMbo322YQ,accepted,I recommend reading it
03PJVai330VD,accepted,It is well worth reading
94RKZse053VE,rejected,Awful
16NJRhf532KU,accepted,I recommend reading it
97ZYYgk015PV,rejected,It was a waste of time
95XPAgk502BH,accepted,I was blown away by this paper
03GORkv923PQ,accepted,A brilliantly researched piece of work
70ADFzm033DW,rejected,I do not recommend reading it
38NEFyj535YN,accepted,I recommend reading it
28XWJpk537QL,rejected,I did not like it
26GOBrb040RX,accepted,I was blown away by this paper
71EZTur962NO,accepted,Perfection
16QXZbo328QI,rejected,It was a waste of time
61EQInu393QC,rejected,I do not recommend reading it
74VWOnm769WQ,accepted,I was blown away by this paper
92ACHeg691TE,accepted,I was blown away by this paper
70FGTuk141CX,accepted,I was blown away by this paper
19TNJzh071BC,accepted,A brilliantly researched piece of work
81HOLsd222DU,accepted,I recommend reading it
79VGVqv643OH,accepted,A brilliantly researched piece of work
66YHPbk858CF,accepted,A brilliantly researched piece of work
44VCMwk384IV,accepted,It is well worth reading
46YCRvj848FH,accepted,A brilliantly researched piece of work
70OCQry814PL,rejected,Awful
95KQNyy202QW,accepted,A brilliantly researched piece of work
68GQZdg546HZ,accepted,I was blown away by this paper
97SKItx080VK,accepted,I was blown away by this paper
77KXKjv793TG,accepted,Perfection
33OJRhd493JX,accepted,I was blown away by this paper
80RGMan869CI,accepted,Perfection
49BUGzi175FQ,accepted,Perfection
90ZHHab143NP,accepted,A brilliantly researched piece of work
35HXVms139LW,accepted,I was blown away by this paper
71NJZfu593ZO,accepted,Perfection
53QHYhr107KI,accepted,It is well worth reading
87DPHhp382LQ,accepted,Perfection
85NWHas933MT,accepted,I recommend reading it
98XSByc103LD,accepted,I recommend reading it
87RNMdr798CP,accepted,A brilliantly researched piece of work
58VRVoj275WZ,rejected,I did not like it
97UTZqp495EF,rejected,I did not like it
31QSStq354HU,accepted,A brilliantly researched piece of work
38RMXef673KW,accepted,Perfection
80EXErw743HL,accepted,It is well worth reading
98YMFme229AV,accepted,I recommend reading it
31AHCmz556GR,accepted,I recommend reading it
22GIFbc254PF,accepted,Perfection
42YIAnn723BE,accepted,Perfection
87JZAvt589AW,rejected,I did not like it
47KHWmo997WO,accepted,I was blown away by this paper
65XVLya395CY,rejected,Awful
19RGXic583CQ,accepted,I recommend reading it
10YFDfh201YK,accepted,It is well worth reading
44ELNfe103RQ,rejected,"The topic is dealt with superficially, I was expecting something more"
75KWHqc525NM,accepted,Perfection
97FFUgr247VT,rejected,I did not like it
36GOFmq000CP,rejected,I do not recommend reading it
86LBEwh015AA,accepted,It is well worth reading
95LYXug173WP,accepted,It is well worth reading
62SQYhf354LH,accepted,It is well worth reading
73DOBzo928RT,rejected,I do not recommend reading it
20KPZpl246IH,accepted,I was blown away by this paper
11BJVmv073EJ,accepted,I recommend reading it
08CNWzu697MU,rejected,It was a waste of time
04GTRby289GQ,accepted,It is well worth reading
58GHHjo756YJ,rejected,Awful
77NQEct732RU,accepted,Perfection
99MSMsl931MZ,accepted,I was blown away by this paper
51BLJig450JI,accepted,A brilliantly researched piece of work
97BDKnu911KU,rejected,"The topic is dealt with superficially, I was expecting something more"
60KQQrm150JF,rejected,I did not like it
40BLArc484YF,accepted,I recommend reading it
33RONnu683HC,accepted,I recommend reading it
49CGEwb124QN,accepted,I was blown away by this paper
99LYQne714KQ,accepted,I recommend reading it
72FEGup382HU,rejected,"The topic is dealt with superficially, I was expecting something more"
12CARyo994UD,accepted,I recommend reading it
67ERIls108HP,accepted,It is well worth reading
19MWAlw696VC,accepted,A brilliantly researched piece of work
58VHRny960OW,accepted,I was blown away by this paper
87EMPgt181MB,accepted,I was blown away by this paper
80KSDuw325NG,rejected,I do not recommend reading it
03OCHrc232BV,accepted,I recommend reading it
78KFOzi523CO,accepted,Perfection
07CCItl255OP,accepted,Perfection
71EUCyj459BN,accepted,I recommend reading it
29IOQum477GT,accepted,A brilliantly researched piece of work
26UOSyo239SA,accepted,I recommend reading it
12SYVhb941IV,rejected,It was a waste of time
62YQCgu886MU,rejected,It was a waste of time
35RXJbp665NP,accepted,A brilliantly researched piece of work
50RNRgm498LB,rejected,It was a waste of time
80GOPqb901EM,accepted,I recommend reading it
16OXVbv998SA,rejected,"The topic is dealt with superficially, I was expecting something more"
71UXXfo445OX,accepted,A brilliantly researched piece of work
37HHIxy882VJ,rejected,"The topic is dealt with superficially, I was expecting something more"
58ZXTmj066BN,accepted,I recommend reading it
70UTNnn750IY,accepted,I recommend reading it
21TKDbr071NR,rejected,Awful
28XZUit837BB,accepted,Perfection
49NQFxt229JL,accepted,It is well worth reading
40IXGfb227HC,accepted,Perfection
99UFYqi618CL,accepted,It is well worth reading
80MBPql864AL,rejected,I do not recommend reading it
90HICca416KF,accepted,A brilliantly researched piece of work
95MEIov045QO,accepted,I was blown away by this paper
75EHRow526QG,accepted,A brilliantly researched piece of work
97LGFka296EC,accepted,A brilliantly researched piece of work
49DVJou675XH,rejected,I do not recommend reading it
06XNWmd220RK,accepted,Perfection
65XBWqa369SP,accepted,A brilliantly researched piece of work
16JYWip500UD,accepted,I was blown away by this paper
82AALzz488XV,accepted,I was blown away by this paper
99FEPgy521QS,accepted,It is well worth reading
18VBDsu451YY,accepted,I recommend reading it
27QUScj484UK,rejected,Awful
27AKKhv765JO,accepted,It is well worth reading
69FVQmq075QT,rejected,"The topic is dealt with superficially, I was expecting something more"
12CAMgv584PF,rejected,I do not recommend reading it
28YSFet654OO,accepted,I recommend reading it
66ZKDrd883VH,rejected,It was a waste of time
82ZNErg852SC,accepted,I was blown away by this paper
64YBYwh262MW,accepted,A brilliantly researched piece of work
68FNWva104ZQ,accepted,It is well worth reading
93QRYtx714PM,rejected,I do not recommend reading it
97NEAhx149OH,accepted,A brilliantly researched piece of work
81KWZbe619WM,rejected,I did not like it
63VVPqz840HE,rejected,I did not like it
26HHGyf817RB,accepted,I recommend reading it
03QZHqr903RO,accepted,I was blown away by this paper
52TCZiv810YU,accepted,I recommend reading it
17KDBst338IV,accepted,It is well worth reading
78NXOex140CL,accepted,A brilliantly researched piece of work
97XHAnb074VI,accepted,I was blown away by this paper
00LRCis640LA,accepted,I recommend reading it
24NVBkz549VC,rejected,I did not like it
54VZAei631EH,accepted,I was blown away by this paper
41CKEcm220ER,accepted,I recommend reading it
41WNCpl150RJ,accepted,Perfection
24TFUms506QT,rejected,It was a waste of time
39ANTdc421MG,rejected,"The topic is dealt with superficially, I was expecting something more"
07NJRfk845UB,accepted,Perfection
94DQFhq752MS,accepted,I was blown away by this paper
87WGYpw486XT,rejected,It was a waste of time
63QKAlp925RO,accepted,It is well worth reading
20TURfq250NT,accepted,A brilliantly researched piece of work
84ISGeu970FI,accepted,I was blown away by this paper
34WPPgo284SA,accepted,I recommend reading it
78GXMoe561ZW,accepted,I recommend reading it
60RVOmd116BP,accepted,I recommend reading it
05QDYfb909FI,accepted,A brilliantly researched piece of work
06BBCpg975UA,accepted,Perfection
60JMAgq055WJ,rejected,"The topic is dealt with superficially, I was expecting something more"
99QESyd003PG,rejected,"The topic is dealt with superficially, I was expecting something more"
66CNFsl568FO,rejected,I did not like it
19KCRqh523AV,rejected,Awful
33AKSxc127FD,rejected,"The topic is dealt with superficially, I was expecting something more"
46VOTul598VH,rejected,I do not recommend reading it
02OWIdv111QC,rejected,I do not recommend reading it
87ONJxn486NZ,accepted,I was blown away by this paper
72JQCfa491JB,rejected,Awful
03RCOjn787LD,rejected,"The topic is dealt with superficially, I was expecting something more"
62HBPpe303GA,accepted,I was blown away by this paper
01NAPid730RL,accepted,A brilliantly researched piece of work
90RIStb644SO,rejected,I do not recommend reading it
00WMDde140XP,accepted,I was blown away by this paper
40VMDco234FC,accepted,I was blown away by this paper
38LMHnb755QX,accepted,I was blown away by this paper
27DZLhs994CF,accepted,It is well worth reading
53TOAab175OK,accepted,I was blown away by this paper
59KKHpj799MD,accepted,A brilliantly researched piece of work
77IPOyw200AK,accepted,It is well worth reading
41PGHyn737LG,accepted,A brilliantly researched piece of work
34CRExu931WU,accepted,I recommend reading it
71ESFsu456PL,accepted,Perfection
81GNRuz885PA,accepted,A brilliantly researched piece of work
76ECDkp820LA,accepted,I was blown away by this paper
27WRQli616JL,accepted,It is well worth reading
10FCDad155VL,accepted,Perfection
82XPSvs078FV,accepted,It is well worth reading
37IQBhn835SA,accepted,A brilliantly researched piece of work
00OAEzx038EJ,accepted,I recommend reading it
77GPKak578XQ,accepted,A brilliantly researched piece of work
67QYBnz471YR,accepted,I was blown away by this paper
74TAJtc108YQ,rejected,I do not recommend reading it
91BDHrj877UT,rejected,Awful
51ZGCln460FG,rejected,Awful
94KFVki122ZV,accepted,A brilliantly researched piece of work
14NJQvn805RV,accepted,It is well worth reading
94SKHgw032TR,accepted,It is well worth reading
62KVDpr081IS,rejected,It was a waste of time
01GVJmu040IS,accepted,Perfection
61YPEzr522TR,accepted,A brilliantly researched piece of work
52ZEXtg383YV,accepted,I recommend reading it
92WGIvu325PM,accepted,I was blown away by this paper
48MZGwf793FJ,rejected,"The topic is dealt with superficially, I was expecting something more"
02LTQfi155KU,accepted,I recommend reading it
09OQUxs120QM,accepted,I was blown away by this paper
28TGRaw045QK,accepted,Perfection
19IXQbc054IA,accepted,A brilliantly researched piece of work
09NTSlc336SQ,accepted,It is well worth reading
30KVXcx862SF,accepted,A brilliantly researched piece of work
49JIQve823PR,rejected,I do not recommend reading it
72KVAta417LI,accepted,Perfection
54DJJkg901EV,accepted,I was blown away by this paper
08IBKrl656FR,accepted,Perfection
68EIAvu205PQ,accepted,A brilliantly researched piece of work
95PSMgj713XO,rejected,"The topic is dealt with superficially, I was expecting something more"
53XTZnr102QU,rejected,It was a waste of time
79EVLxn869CA,accepted,It is well worth reading
29VURkd814NP,accepted,I recommend reading it
30SVZna440OU,accepted,I was blown away by this paper
22PQDju578NS,accepted,Perfection
62GNGui041NO,rejected,It was a waste of time
04HMFuq587AU,accepted,I recommend reading it
36ESWhe932TD,accepted,Perfection
62PBVaa741HR,rejected,"The topic is dealt with superficially, I was expecting something more"
55PQTmg479QM,accepted,It is well worth reading
31JUHiy529WT,accepted,It is well worth reading
90QGKbq187OB,accepted,I recommend reading it
85LIOrl097RM,accepted,A brilliantly researched piece of work
98REImw213BY,rejected,"The topic is dealt with superficially, I was expecting something more"
53DIAoz886HS,accepted,I was blown away by this paper
78VSCtl507FV,rejected,I do not recommend reading it
36RMUwn181XZ,accepted,I was blown away by this paper
34WFEgg267TC,accepted,I recommend reading it
00YWObv607KZ,accepted,It is well worth reading
64YGKza279AP,accepted,I recommend reading it
52UNXfw820XQ,accepted,A brilliantly researched piece of work
59RGJsg799TZ,accepted,I recommend reading it
06WJBej228GZ,accepted,I was blown away by this paper
54BAMxc579OW,accepted,It is well worth reading
43WJPzi868AK,accepted,It is well worth reading
91ULUrw852PW,accepted,It is well worth reading
46XDPic649KV,rejected,It was a waste of time
75MAYks229XI,rejected,I did not like it
47KDJbz688WE,rejected,Awful
06DCPqc692WH,accepted,I was blown away by this paper
65DGLiu513LS,accepted,I recommend reading it
